SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI,DISTANCE,SCENARIO
7,DC:A6:32:55:FC:D8,2020-07-12 16:10:31.002643,fc7feca0-c477-11ea-962f-dca63255fcd7,1,1,1,-76,3.5,trans_thin_list
8,DC:A6:32:55:FC:D8,2020-07-12 16:10:32.090195,fc7feca0-c477-11ea-962f-dca63255fcd7,1,1,1,-69,3.5,trans_thin_list
9,DC:A6:32:55:FC:D8,2020-07-12 16:10:33.910244,fc7feca0-c477-11ea-962f-dca63255fcd7,1,1,1,-69,3.5,trans_thin_list
10,DC:A6:32:55:FC:D8,2020-07-12 16:10:34.012635,fc7feca0-c477-11ea-962f-dca63255fcd7,1,1,1,-69,3.5,trans_thin_list
11,DC:A6:32:55:FC:D8,2020-07-12 16:10:36.017867,fc7feca0-c477-11ea-962f-dca63255fcd7,1,1,1,-73,3.5,trans_thin_list
12,DC:A6:32:55:FC:D8,2020-07-12 16:10:38.022824,fc7feca0-c477-11ea-962f-dca63255fcd7,1,1,1,-68,3.5,trans_thin_list
13,DC:A6:32:55:FC:D8,2020-07-12 16:10:40.027869,fc7feca0-c477-11ea-962f-dca63255fcd7,1,1,1,-70,3.5,trans_thin_list
14,DC:A6:32:55:FC:D8,2020-07-12 16:10:42.032948,fc7feca0-c477-11ea-962f-dca63255fcd7,1,1,1,-68,3.5,trans_thin_list
15,DC:A6:32:55:FC:D8,2020-07-12 16:10:43.431684,fc7feca0-c477-11ea-962f-dca63255fcd7,1,1,1,-67,3.5,trans_thin_list
16,DC:A6:32:55:FC:D8,2020-07-12 16:10:44.649141,fc7feca0-c477-11ea-962f-dca63255fcd7,1,1,1,-68,3.5,trans_thin_list
17,DC:A6:32:55:FC:D8,2020-07-12 16:10:45.420412,fc7feca0-c477-11ea-962f-dca63255fcd7,1,1,1,-68,3.5,trans_thin_list
18,DC:A6:32:55:FC:D8,2020-07-12 16:10:46.157961,fc7feca0-c477-11ea-962f-dca63255fcd7,1,1,1,-73,3.5,trans_thin_list
19,DC:A6:32:55:FC:D8,2020-07-12 16:10:47.319256,fc7feca0-c477-11ea-962f-dca63255fcd7,1,1,1,-70,3.5,trans_thin_list
20,DC:A6:32:55:FC:D8,2020-07-12 16:10:49.324282,fc7feca0-c477-11ea-962f-dca63255fcd7,1,1,1,-76,3.5,trans_thin_list
21,DC:A6:32:55:FC:D8,2020-07-12 16:10:51.329326,fc7feca0-c477-11ea-962f-dca63255fcd7,1,1,1,-69,3.5,trans_thin_list
22,DC:A6:32:55:FC:D8,2020-07-12 16:10:52.390569,fc7feca0-c477-11ea-962f-dca63255fcd7,1,1,1,-74,3.5,trans_thin_list
23,DC:A6:32:55:FC:D8,2020-07-12 16:10:53.024236,fc7feca0-c477-11ea-962f-dca63255fcd7,1,1,1,-68,3.5,trans_thin_list
24,DC:A6:32:55:FC:D8,2020-07-12 16:10:54.114319,fc7feca0-c477-11ea-962f-dca63255fcd7,1,1,1,-70,3.5,trans_thin_list
